buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
50.0,1.0,100.0,16.0,2.2630046337569536,100,50.0,44.18904089927673
100.0,2.0,100.0,0.0,106.26125808872298,200,100.0,45.13011932373047
150.0,3.0,100.0,13.0,106.20292555952528,300,150.0,46.07171416282654
200.0,4.0,100.0,15.0,106.57291775448792,400,200.0,47.01003956794739
250.0,5.0,100.0,0.0,107.72156635426937,500,250.0,47.9383602142334
300.0,6.0,100.0,0.0,109.40105308487827,600,300.0,48.85242962837219
350.0,7.0,100.0,0.0,108.2160583158168,700,350.0,49.776509046554565
400.0,8.0,100.0,0.0,108.30279307480433,800,400.0,50.69984745979309
450.0,9.0,100.0,0.0,109.12280108386419,900,450.0,51.616246461868286
500.0,10.0,100.0,0.0,109.48595449744786,1000,500.0,52.529606103897095
550.0,11.0,100.0,0.0,108.6390257282807,1100,550.0,53.45008611679077
600.0,12.0,100.0,0.0,106.13434308008185,1200,600.0,54.39228868484497
650.0,13.0,100.0,12.0,107.59773778941411,1300,650.0,55.32167673110962
700.0,14.0,100.0,0.0,106.94737851298842,1400,700.0,56.25671696662903
750.0,15.0,100.0,0.0,97.65364200264395,1500,750.0,57.280744791030884
800.0,16.0,100.0,0.0,107.8241940057281,1600,800.0,58.20818090438843
850.0,17.0,100.0,0.0,108.9990176766233,1700,850.0,59.12562108039856
900.0,18.0,100.0,0.0,107.06206137473652,1800,900.0,60.059659481048584
950.0,19.0,100.0,0.0,106.37725223682922,1900,950.0,60.99971079826355
1000.0,20.0,100.0,0.0,108.20285352087824,2000,1000.0,61.92390155792236
1050.0,21.0,100.0,0.0,4.034757736226697,2100,1050.0,86.70853734016418
1100.0,22.0,100.0,0.0,60.03402253903754,2200,1100.0,88.37425971031189
1150.0,23.0,100.0,0.0,60.00529335940909,2300,1150.0,90.04077982902527
1200.0,24.0,100.0,0.0,58.856974866918364,2400,1200.0,91.73981475830078
1250.0,25.0,100.0,0.0,58.920200522067624,2500,1250.0,93.43702602386475
1300.0,26.0,100.0,0.0,57.70471306299291,2600,1300.0,95.16998744010925
1350.0,27.0,100.0,0.0,58.8850198185535,2700,1350.0,96.86821222305298
1400.0,28.0,100.0,0.0,60.491229912172926,2800,1400.0,98.5213451385498
1450.0,29.0,100.0,0.0,61.29257161278236,2900,1450.0,100.15286421775818
1500.0,30.0,100.0,0.0,62.54631544052812,3000,1500.0,101.75167989730835
1550.0,31.0,100.0,0.0,58.704173404654064,3100,1550.0,103.45513677597046
1600.0,32.0,100.0,0.0,60.26261619360685,3200,1600.0,105.11454033851624
1650.0,33.0,100.0,0.0,59.24695431421889,3300,1650.0,106.80239152908325
1700.0,34.0,100.0,0.0,59.61271315969677,3400,1700.0,108.47988653182983
1750.0,35.0,100.0,0.0,61.259189672980845,3500,1750.0,110.11229538917542
1800.0,36.0,100.0,0.0,59.396642392845614,3600,1800.0,111.79589247703552
1850.0,37.0,100.0,0.0,60.54227454148036,3700,1850.0,113.44763135910034
1900.0,38.0,100.0,0.0,59.85110797147846,3800,1900.0,115.11844444274902
1950.0,39.0,100.0,0.0,54.79127656511551,3900,1950.0,116.94355320930481
2000.0,40.0,100.0,0.0,62.39649129227394,4000,2000.0,118.54620790481567
2050.0,41.0,100.0,0.0,4.066271702018837,4100,2050.0,143.13876056671143
2100.0,42.0,100.0,0.0,59.812887930266136,4200,2100.0,144.8106415271759
2150.0,43.0,100.0,0.0,57.92075953828044,4300,2150.0,146.53713822364807
2200.0,44.0,100.0,0.0,60.431902619765076,4400,2200.0,148.19189405441284
2250.0,45.0,100.0,0.0,58.58931240213996,4500,2250.0,149.89869022369385
2300.0,46.0,100.0,0.0,61.211368961488816,4600,2300.0,151.53237390518188
2350.0,47.0,100.0,0.0,61.017625745535085,4700,2350.0,153.171245098114
2400.0,48.0,100.0,0.0,57.987535933698254,4800,2400.0,154.89575457572937
2450.0,49.0,100.0,0.0,61.80109887179176,4900,2450.0,156.51384925842285
2500.0,50.0,100.0,0.0,58.86910181440959,5000,2500.0,158.2125334739685
2550.0,51.0,100.0,0.0,60.65563789733685,5100,2550.0,159.86118507385254
2600.0,52.0,100.0,11.0,59.22126434306648,5200,2600.0,161.5497682094574
2650.0,53.0,100.0,0.0,62.24536013320788,5300,2650.0,163.15631365776062
2700.0,54.0,100.0,0.0,59.63551323203898,5400,2700.0,164.833167552948
2750.0,55.0,100.0,0.0,61.592365919657595,5500,2750.0,166.4567461013794
2800.0,56.0,100.0,0.0,58.76534194564754,5600,2800.0,168.15842962265015
2850.0,57.0,100.0,0.0,58.34110184638847,5700,2850.0,169.8724880218506
2900.0,58.0,100.0,0.0,57.986116967521006,5800,2900.0,171.59703969955444
2950.0,59.0,100.0,0.0,59.267046660443654,5900,2950.0,173.28431844711304
3000.0,60.0,100.0,0.0,59.79158852911521,6000,3000.0,174.9567952156067
3050.0,61.0,100.0,0.0,3.9826711856421606,6100,3050.0,200.06557202339172
3100.0,62.0,100.0,0.0,57.45052134555422,6200,3100.0,201.80620074272156
3150.0,63.0,100.0,0.0,57.87512408305486,6300,3150.0,203.53405928611755
3200.0,64.0,100.0,0.0,57.36448315392617,6400,3200.0,205.27729868888855
3250.0,65.0,100.0,0.0,59.46366358651903,6500,3250.0,206.95899844169617
3300.0,66.0,100.0,0.0,61.72754547330293,6600,3300.0,208.57902121543884
3350.0,67.0,100.0,11.0,59.23219512388008,6700,3350.0,210.26729273796082
3400.0,68.0,100.0,0.0,59.71249251690414,6800,3400.0,211.94198513031006
3450.0,69.0,100.0,0.0,59.9668676330917,6900,3450.0,213.60957264900208
3500.0,70.0,100.0,0.0,58.57737406917048,7000,3500.0,215.31671738624573
3550.0,71.0,100.0,0.0,60.05436000423242,7100,3550.0,216.98187589645386
3600.0,72.0,100.0,11.0,59.651704238306216,7200,3600.0,218.6582748889923
3650.0,73.0,100.0,14.0,59.32425043146283,7300,3650.0,220.34392642974854
