buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
50.0,1.0,100.0,16.0,2.261936201088703,100,50.0,44.209917068481445
100.0,2.0,100.0,0.0,106.55694349563247,200,100.0,45.14838147163391
150.0,3.0,100.0,13.0,101.81249022971933,300,150.0,46.13058114051819
200.0,4.0,100.0,15.0,107.33898208357144,400,200.0,47.06221055984497
250.0,5.0,100.0,0.0,111.36099880973968,500,250.0,47.960193157196045
300.0,6.0,100.0,0.0,107.28673255514737,600,300.0,48.89227533340454
350.0,7.0,100.0,0.0,106.79265623277381,700,350.0,49.828670263290405
400.0,8.0,100.0,0.0,108.26608708670726,800,400.0,50.75232172012329
450.0,9.0,100.0,0.0,107.23179230548773,900,450.0,51.68488121032715
500.0,10.0,100.0,0.0,108.86935404452522,1000,500.0,52.603413820266724
550.0,11.0,100.0,0.0,110.13085822060442,1100,550.0,53.511425256729126
600.0,12.0,100.0,0.0,107.76477020584302,1200,600.0,54.43937277793884
650.0,13.0,100.0,12.0,106.38340397146068,1300,650.0,55.379369020462036
700.0,14.0,100.0,0.0,105.26386589040402,1400,700.0,56.329363107681274
750.0,15.0,100.0,0.0,93.07014925869917,1500,750.0,57.40382194519043
800.0,16.0,100.0,0.0,91.34305280156104,1600,800.0,58.49859642982483
850.0,17.0,100.0,0.0,108.35111068630313,1700,850.0,59.42152237892151
900.0,18.0,100.0,0.0,108.99853613673673,1800,900.0,60.338966369628906
950.0,19.0,100.0,0.0,109.88543557614543,1900,950.0,61.24900579452515
1000.0,20.0,100.0,0.0,108.94332889955213,2000,1000.0,62.16691470146179
1050.0,21.0,100.0,0.0,4.076981954169277,2100,1050.0,86.69486260414124
1100.0,22.0,100.0,0.0,59.03103788577801,2200,1100.0,88.38888716697693
1150.0,23.0,100.0,0.0,59.29840956340222,2300,1150.0,90.0752739906311
1200.0,24.0,100.0,0.0,60.504188103898095,2400,1200.0,91.72805285453796
1250.0,25.0,100.0,0.0,58.40354060770927,2500,1250.0,93.44027805328369
1300.0,26.0,100.0,0.0,60.63859932385778,2600,1300.0,95.08939337730408
1350.0,27.0,100.0,0.0,58.01706136803002,2700,1350.0,96.81302452087402
1400.0,28.0,100.0,0.0,58.82818925539065,2800,1400.0,98.51289057731628
1450.0,29.0,100.0,0.0,58.561564700742636,2900,1450.0,100.22049593925476
1500.0,30.0,100.0,0.0,62.42046766715723,3000,1500.0,101.82253503799438
1550.0,31.0,100.0,0.0,61.25076265837665,3100,1550.0,103.45516896247864
1600.0,32.0,100.0,0.0,58.75969433164151,3200,1600.0,105.15701627731323
1650.0,33.0,100.0,0.0,56.45006254278198,3300,1650.0,106.92849397659302
1700.0,34.0,100.0,0.0,59.93415151667139,3400,1700.0,108.59699273109436
1750.0,35.0,100.0,0.0,60.930563367841685,3500,1750.0,110.23820519447327
1800.0,36.0,100.0,0.0,57.85084914174127,3600,1800.0,111.96678900718689
1850.0,37.0,100.0,0.0,59.55837696584133,3700,1850.0,113.64581441879272
1900.0,38.0,100.0,0.0,60.466489518748155,3800,1900.0,115.2996232509613
1950.0,39.0,100.0,0.0,60.021840413293546,3900,1950.0,116.96568393707275
2000.0,40.0,100.0,0.0,60.248679444379086,4000,2000.0,118.62547206878662
2050.0,41.0,100.0,0.0,4.079020400402205,4100,2050.0,143.14116287231445
2100.0,42.0,100.0,0.0,58.258899117179126,4200,2100.0,144.85763907432556
2150.0,43.0,100.0,0.0,59.73329322919359,4300,2150.0,146.53174805641174
