buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
50.0,1.0,100.0,16.0,2.074823527258467,100,50.0,48.19687271118164
100.0,2.0,100.0,0.0,103.38957147463171,200,100.0,49.164090394973755
150.0,3.0,100.0,13.0,105.62866283150427,300,150.0,50.11080503463745
200.0,4.0,100.0,15.0,104.63081271344362,400,200.0,51.066548109054565
250.0,5.0,100.0,0.0,101.77945839489848,500,250.0,52.04906702041626
300.0,6.0,100.0,0.0,102.05754908334923,600,300.0,53.02890872955322
350.0,7.0,100.0,0.0,99.69655841238676,700,350.0,54.031954765319824
400.0,8.0,100.0,0.0,105.57944667693017,800,400.0,54.97911095619202
450.0,9.0,100.0,0.0,102.8086997210836,900,450.0,55.951791524887085
500.0,10.0,100.0,0.0,96.60944764545935,1000,500.0,56.98688745498657
550.0,11.0,100.0,0.0,84.70463167869019,1100,550.0,58.16746115684509
600.0,12.0,100.0,0.0,101.68727054441901,1200,600.0,59.15086889266968
650.0,13.0,100.0,12.0,106.63426006551659,1300,650.0,60.08865427970886
700.0,14.0,100.0,0.0,105.2032716498234,1400,700.0,61.03919553756714
750.0,15.0,100.0,0.0,105.40300786419327,1500,750.0,61.98793578147888
800.0,16.0,100.0,0.0,105.01593778018808,1600,800.0,62.94017267227173
850.0,17.0,100.0,0.0,102.16324864352433,1700,850.0,63.91899847984314
900.0,18.0,100.0,0.0,105.50426199785032,1800,900.0,64.86682796478271
950.0,19.0,100.0,0.0,106.56065234579042,1900,950.0,65.8052613735199
1000.0,20.0,100.0,0.0,105.56669146658102,2000,1000.0,66.75253033638
1050.0,21.0,100.0,0.0,4.047070990765994,2100,1050.0,91.461758852005
1100.0,22.0,100.0,0.0,60.61729485228243,2200,1100.0,93.11145401000977
1150.0,23.0,100.0,0.0,61.91872730069564,2300,1150.0,94.72647452354431
1200.0,24.0,100.0,0.0,57.35168198896641,2400,1200.0,96.4701030254364
1250.0,25.0,100.0,0.0,60.51625250040688,2500,1250.0,98.12255239486694
1300.0,26.0,100.0,0.0,58.081526483478015,2600,1300.0,99.84427118301392
1350.0,27.0,100.0,0.0,60.68885686339196,2700,1350.0,101.49202013015747
1400.0,28.0,100.0,0.0,59.91606074025399,2800,1400.0,103.16102242469788
1450.0,29.0,100.0,0.0,60.292433043091016,2900,1450.0,104.81960582733154
1500.0,30.0,100.0,0.0,57.401742565411894,3000,1500.0,106.5617139339447
1550.0,31.0,100.0,0.0,57.08713132368712,3100,1550.0,108.3134229183197
1600.0,32.0,100.0,0.0,42.27153633602085,3200,1600.0,110.67908096313477
1650.0,33.0,100.0,0.0,59.6849109864216,3300,1650.0,112.3545470237732
1700.0,34.0,100.0,0.0,60.04744750273551,3400,1700.0,114.01989769935608
1750.0,35.0,100.0,0.0,59.38667665717738,3500,1750.0,115.70377731323242
1800.0,36.0,100.0,0.0,57.585716043090876,3600,1800.0,117.44031953811646
1850.0,37.0,100.0,0.0,59.45309385990725,3700,1850.0,119.12231826782227
1900.0,38.0,100.0,0.0,59.27742466878631,3800,1900.0,120.80930185317993
1950.0,39.0,100.0,0.0,57.663436290989246,3900,1950.0,122.54350304603577
2000.0,40.0,100.0,0.0,61.2522296152488,4000,2000.0,124.17609763145447
2050.0,41.0,100.0,0.0,3.9931383547956263,4100,2050.0,149.21905660629272
2100.0,42.0,100.0,0.0,60.24692265970454,4200,2100.0,150.87889289855957
2150.0,43.0,100.0,0.0,58.98097431926138,4300,2150.0,152.57435536384583
2200.0,44.0,100.0,0.0,58.72004343344277,4400,2200.0,154.2773516178131
2250.0,45.0,100.0,0.0,58.327585362923145,4500,2250.0,155.99180674552917
2300.0,46.0,100.0,0.0,59.466116907243126,4600,2300.0,157.67343735694885
2350.0,47.0,100.0,0.0,59.388989082648216,4700,2350.0,159.35725140571594
2400.0,48.0,100.0,0.0,61.09263705010078,4800,2400.0,160.99411034584045
2450.0,49.0,100.0,0.0,61.47203569516477,4900,2450.0,162.62086701393127
2500.0,50.0,100.0,0.0,59.00831571465793,5000,2500.0,164.3155436515808
2550.0,51.0,100.0,0.0,58.05546289439627,5100,2550.0,166.0380346775055
2600.0,52.0,100.0,11.0,59.65531003294316,5200,2600.0,167.7143313884735
2650.0,53.0,100.0,0.0,57.46411458999093,5300,2650.0,169.4545488357544
2700.0,54.0,100.0,0.0,59.64708097478508,5400,2700.0,171.13107705116272
2750.0,55.0,100.0,0.0,58.509894207159114,5500,2750.0,172.840190410614
2800.0,56.0,100.0,0.0,50.59784121873813,5600,2800.0,174.81655955314636
2850.0,57.0,100.0,0.0,60.186276945003,5700,2850.0,176.47806906700134
2900.0,58.0,100.0,0.0,62.64232584821254,5800,2900.0,178.0744342803955
2950.0,59.0,100.0,0.0,58.77034831868595,5900,2950.0,179.77597284317017
3000.0,60.0,100.0,0.0,59.98807762586858,6000,3000.0,181.4429714679718
3050.0,61.0,100.0,0.0,3.907197501244176,6100,3050.0,207.03676390647888
3100.0,62.0,100.0,0.0,57.47613899063648,6200,3100.0,208.77661681175232
3150.0,63.0,100.0,0.0,57.649550499421416,6300,3150.0,210.5112361907959
3200.0,64.0,100.0,0.0,56.97366782086354,6400,3200.0,212.26643347740173
3250.0,65.0,100.0,0.0,57.57640400606087,6500,3250.0,214.00325679779053
3300.0,66.0,100.0,0.0,56.256619967935784,6600,3300.0,215.78082537651062
3350.0,67.0,100.0,11.0,55.26524737245576,6700,3350.0,217.59028148651123
3400.0,68.0,100.0,0.0,56.383223268102554,6800,3400.0,219.36385941505432
3450.0,69.0,100.0,0.0,57.23714986749346,6900,3450.0,221.11097693443298
3500.0,70.0,100.0,0.0,56.927703934418176,7000,3500.0,222.867591381073
3550.0,71.0,100.0,0.0,63.219804180524825,7100,3550.0,224.44937443733215
3600.0,72.0,100.0,11.0,57.989307734720775,7200,3600.0,226.17383098602295
3650.0,73.0,100.0,14.0,58.75459100789319,7300,3650.0,227.8758261203766
3700.0,74.0,100.0,0.0,63.11257570627845,7400,3700.0,229.4602963924408
3750.0,75.0,100.0,0.0,61.45769609540403,7500,3750.0,231.08743238449097
3800.0,76.0,100.0,0.0,59.30626595843659,7600,3800.0,232.77359533309937
